大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0014	國立高雄師範大學	340305	事業經營學系	D 日	B 學士	145	9	34	50 高雄市	3 師範
0014	國立高雄師範大學	340305	事業經營學系	N 職	M 碩士	59	0	25	50 高雄市	3 師範
0014	國立高雄師範大學	349918	人力與知識管理系	N 職	M 碩士	62	0	28	50 高雄市	3 師範
0014	國立高雄師範大學	420302	(自然)生物科技學系	D 日	B 學士	161	11	43	50 高雄市	3 師範
0014	國立高雄師範大學	440101	化學系	D 日	M 碩士	31	0	23	50 高雄市	3 師範
0014	國立高雄師範大學	440101	化學系	D 日	B 學士	161	11	33	50 高雄市	3 師範
0014	國立高雄師範大學	440301	物理學系	D 日	B 學士	159	12	28	50 高雄市	3 師範
0014	國立高雄師範大學	460101	數學系	D 日	B 學士	313	16	53	50 高雄市	3 師範
0014	國立高雄師範大學	460101	數學系	N 職	M 碩士	75	0	29	50 高雄市	3 師範
0014	國立高雄師範大學	480317	軟體工程與管理學系	D 日	B 學士	112	11	25	50 高雄市	3 師範
0014	國立高雄師範大學	520103	(微)電子(工程)學系	D 日	B 學士	170	9	35	50 高雄市	3 師範
0014	國立高雄師範大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	165	10	39	50 高雄市	3 師範
0015	國立彰化師範大學	140101	教育學系	N 職	M 碩士	129	0	40	07 彰化縣	3 師範
0015	國立彰化師範大學	140221	公共事務與公民教育學系	D 日	B 學士	127	9	34	07 彰化縣	3 師範
0015	國立彰化師範大學	140221	公共事務與公民教育學系	N 職	M 碩士	63	0	22	07 彰化縣	3 師範
0015	國立彰化師範大學	140301	工業教育(與技術)學系	D 日	D 博士	124	0	20	07 彰化縣	3 師範
0015	國立彰化師範大學	140301	工業教育(與技術)學系	D 日	B 學士	335	20	75	07 彰化縣	3 師範
0015	國立彰化師範大學	140301	工業教育(與技術)學系	N 職	M 碩士	155	0	39	07 彰化縣	3 師範
0015	國立彰化師範大學	140330	運動學系	D 日	B 學士	234	13	38	07 彰化縣	3 師範
0015	國立彰化師範大學	140601	特殊教育學系	D 日	B 學士	278	17	78	07 彰化縣	3 師範
0015	國立彰化師範大學	210101	(應用)美術學系	D 日	B 學士	153	13	27	07 彰化縣	3 師範
0015	國立彰化師範大學	220201	(中)國(語)文學系	D 日	B 學士	337	19	84	07 彰化縣	3 師範
0015	國立彰化師範大學	220201	(中)國(語)文學系	N 職	M 碩士	65	0	25	07 彰化縣	3 師範
0015	國立彰化師範大學	220308	英語學系	D 日	B 學士	229	13	55	07 彰化縣	3 師範
0015	國立彰化師範大學	310506	輔導與諮商學系	D 日	M 碩士	128	0	22	07 彰化縣	3 師範
0015	國立彰化師範大學	310506	輔導與諮商學系	D 日	B 學士	340	23	77	07 彰化縣	3 師範
0015	國立彰化師範大學	310506	輔導與諮商學系	N 職	M 碩士	114	0	27	07 彰化縣	3 師範
0015	國立彰化師範大學	310601	地理學系	D 日	B 學士	168	12	44	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	53	0	22	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	359	12	83	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	N 職	M 碩士	63	0	30	07 彰化縣	3 師範
0015	國立彰化師範大學	340301	企業管理學系	D 日	M 碩士	66	0	29	07 彰化縣	3 師範
0015	國立彰化師範大學	340301	企業管理學系	D 日	B 學士	215	12	49	07 彰化縣	3 師範
0015	國立彰化師範大學	340301	企業管理學系	N 職	M 碩士	103	0	42	07 彰化縣	3 師範
0015	國立彰化師範大學	340528	財務金融技術學系	D 日	M 碩士	51	0	23	07 彰化縣	3 師範
0015	國立彰化師範大學	340528	財務金融技術學系	D 日	B 學士	150	12	35	07 彰化縣	3 師範
0015	國立彰化師範大學	340528	財務金融技術學系	N 職	M 碩士	98	0	21	07 彰化縣	3 師範
0015	國立彰化師範大學	420101	生物(科)學系	D 日	B 學士	176	16	38	07 彰化縣	3 師範
0015	國立彰化師範大學	440101	化學系	D 日	B 學士	202	12	54	07 彰化縣	3 師範
0015	國立彰化師範大學	440301	物理學系	D 日	B 學士	312	21	80	07 彰化縣	3 師範
0015	國立彰化師範大學	460101	數學系	D 日	B 學士	324	18	70	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	D 日	M 碩士	51	0	20	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	D 日	B 學士	206	11	53	07 彰化縣	3 師範
0015	國立彰化師範大學	480109	資訊管理(技術)學系	N 職	M 碩士	68	0	23	07 彰化縣	3 師範
0015	國立彰化師範大學	520101	電機(與控制)工程學系	D 日	M 碩士	55	0	27	07 彰化縣	3 師範
0015	國立彰化師範大學	520101	電機(與控制)工程學系	D 日	B 學士	170	12	39	07 彰化縣	3 師範
0015	國立彰化師範大學	520103	(微)電子(工程)學系	D 日	B 學士	185	9	35	07 彰化縣	3 師範
0015	國立彰化師範大學	520114	資訊工程學系	D 日	M 碩士	53	0	21	07 彰化縣	3 師範
0015	國立彰化師範大學	520114	資訊工程學系	D 日	B 學士	162	13	39	07 彰化縣	3 師範
0015	國立彰化師範大學	520226	(機械與)機電工程學系	D 日	B 學士	202	12	47	07 彰化縣	3 師範
0016	國立陽明大學	420103	生命科學系	D 日	M 碩士	66	0	26	30 臺北市	1 一般
0016	國立陽明大學	420103	生命科學系	D 日	B 學士	129	19	37	30 臺北市	1 一般
0016	國立陽明大學	420402	微生物(與)免疫學系	D 日	M 碩士	49	10	20	30 臺北市	1 一般
0016	國立陽明大學	420502	生化暨分子生物研究所	D 日	M 碩士	44	11	26	30 臺北市	1 一般
0016	國立陽明大學	521108	生物醫學工程學系	D 日	M 碩士	86	0	40	30 臺北市	1 一般
0016	國立陽明大學	521108	生物醫學工程學系	D 日	B 學士	128	14	24	30 臺北市	1 一般
0016	國立陽明大學	720101	醫學系	D 日	B 學士	939	96	136	30 臺北市	1 一般
0016	國立陽明大學	720411	物理治療暨輔助科技學系	D 日	M 碩士	53	0	25	30 臺北市	1 一般
0016	國立陽明大學	720411	物理治療暨輔助科技學系	D 日	B 學士	165	15	41	30 臺北市	1 一般
0016	國立陽明大學	720601	護理學系	D 日	B 學士	135	13	32	30 臺北市	1 一般
0016	國立陽明大學	720602	臨床護理研究所	D 日	M 碩士	70	6	23	30 臺北市	1 一般
0016	國立陽明大學	720705	醫學生物技術(暨檢驗)學系	D 日	M 碩士	53	0	25	30 臺北市	1 一般
0016	國立陽明大學	720705	醫學生物技術(暨檢驗)學系	D 日	B 學士	129	13	35	30 臺北市	1 一般
0016	國立陽明大學	720712	(生物)醫學影像暨放射科學學系	D 日	M 碩士	45	0	23	30 臺北市	1 一般
0016	國立陽明大學	720712	(生物)醫學影像暨放射科學學系	D 日	B 學士	167	12	40	30 臺北市	1 一般
0016	國立陽明大學	720801	牙醫(科學)學系	D 日	B 學士	268	15	42	30 臺北市	1 一般
0017	國立臺北大學	220201	(中)國(語)文學系	D 日	B 學士	191	13	48	01 新北市	1 一般
0017	國立臺北大學	220303	應用外語系	D 日	B 學士	220	13	48	01 新北市	1 一般
0017	國立臺北大學	220901	(歷)史學系	D 日	B 學士	219	14	42	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	D 日	M 碩士	54	0	33	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	D 日	B 學士	513	28	117	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	P 進	B 學士	174	0	36	01 新北市	1 一般
0017	國立臺北大學	310301	社會學系	D 日	B 學士	186	13	46	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	D 日	M 碩士	83	0	27	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	D 日	B 學士	557	22	138	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	N 職	M 碩士	96	0	26	01 新北市	1 一般
0017	國立臺北大學	310802	公共行政與政策學系	P 進	B 學士	327	0	85	01 新北市	1 一般
0017	國立臺北大學	311007	犯罪(防治)學系	N 職	M 碩士	59	0	22	01 新北市	1 一般
0017	國立臺北大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	509	18	120	01 新北市	1 一般
0017	國立臺北大學	340301	企業管理學系	D 日	M 碩士	211	0	109	01 新北市	1 一般
0017	國立臺北大學	340301	企業管理學系	D 日	B 學士	490	31	114	01 新北市	1 一般
0017	國立臺北大學	340301	企業管理學系	N 職	M 碩士	59	0	30	01 新北市	1 一般
0017	國立臺北大學	340301	企業管理學系	P 進	B 學士	360	0	92	01 新北市	1 一般
0017	國立臺北大學	340516	國際財務金融學系	N 職	M 碩士	53	0	24	01 新北市	1 一般
0017	國立臺北大學	340518	金融與合作經營學系	D 日	B 學士	228	11	64	01 新北市	1 一般
0017	國立臺北大學	340518	金融與合作經營學系	P 進	B 學士	174	0	44	01 新北市	1 一般
0017	國立臺北大學	340701	財政學系	D 日	B 學士	293	14	67	01 新北市	1 一般
0017	國立臺北大學	340701	財政學系	P 進	B 學士	157	0	42	01 新北市	1 一般
0017	國立臺北大學	349917	不動產與城鄉環境學系	D 日	B 學士	504	22	120	01 新北市	1 一般
0017	國立臺北大學	349917	不動產與城鄉環境學系	P 進	B 學士	209	0	32	01 新北市	1 一般
0017	國立臺北大學	380101	法律學系	D 日	M 碩士	304	0	47	01 新北市	1 一般
0017	國立臺北大學	380101	法律學系	D 日	B 學士	793	31	194	01 新北市	1 一般
0017	國立臺北大學	380101	法律學系	P 進	B 學士	217	0	46	01 新北市	1 一般
0017	國立臺北大學	460201	統計(科學)(資訊)學系	D 日	B 學士	246	20	57	01 新北市	1 一般
0017	國立臺北大學	460201	統計(科學)(資訊)學系	P 進	B 學士	11	0	37	01 新北市	1 一般
0017	國立臺北大學	520101	電機(與控制)工程學系	D 日	B 學士	154	8	28	01 新北市	1 一般
0017	國立臺北大學	520114	資訊工程學系	D 日	M 碩士	60	0	25	01 新北市	1 一般
0017	國立臺北大學	520114	資訊工程學系	D 日	B 學士	200	12	39	01 新北市	1 一般
0017	國立臺北大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	162	8	30	01 新北市	1 一般
0017	國立臺北大學	760301	(社會政策與)社會工作學系	D 日	B 學士	192	13	52	01 新北市	1 一般
0017	國立臺北大學	760301	(社會政策與)社會工作學系	P 進	B 學士	187	0	32	01 新北市	1 一般
0017	國立臺北大學	810504	休閒(與)運動(與)(健康)管理學系	D 日	B 學士	221	9	50	01 新北市	1 一般
0018	國立嘉義大學	140101	教育學系	D 日	B 學士	184	16	40	20 嘉義市	1 一般
0018	國立嘉義大學	140101	教育學系	N 職	M 碩士	106	0	29	20 嘉義市	1 一般
0018	國立嘉義大學	140401	幼兒教育學系	D 日	B 學士	210	11	58	20 嘉義市	1 一般
0018	國立嘉義大學	140401	幼兒教育學系	N 職	M 碩士	58	0	28	20 嘉義市	1 一般
0018	國立嘉義大學	140601	特殊教育學系	D 日	B 學士	172	10	39	20 嘉義市	1 一般
0018	國立嘉義大學	140806	數位學習(設計與管理)學系	D 日	B 學士	193	10	45	20 嘉義市	1 一般
0018	國立嘉義大學	210401	音樂學系	D 日	B 學士	203	15	40	20 嘉義市	1 一般
0018	國立嘉義大學	210604	視覺藝術學系	D 日	B 學士	190	10	44	20 嘉義市	1 一般
0018	國立嘉義大學	220201	(中)國(語)文學系	D 日	B 學士	211	19	44	20 嘉義市	1 一般
0018	國立嘉義大學	220706	(應用)外國語言學系	D 日	B 學士	412	20	101	20 嘉義市	1 一般
0018	國立嘉義大學	220907	應用歷史學系	D 日	B 學士	201	10	44	20 嘉義市	1 一般
0018	國立嘉義大學	310102	應用經濟系	D 日	B 學士	206	11	48	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	D 日	M 碩士	112	0	29	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	D 日	B 學士	211	14	56	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	N 職	M 碩士	124	0	35	20 嘉義市	1 一般
0018	國立嘉義大學	340301	企業管理學系	D 日	M 碩士	56	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	340301	企業管理學系	D 日	B 學士	204	14	53	20 嘉義市	1 一般
0018	國立嘉義大學	340301	企業管理學系	P 進	B 學士	194	0	51	20 嘉義市	1 一般
0018	國立嘉義大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	179	7	48	20 嘉義市	1 一般
0018	國立嘉義大學	340501	(計量)(數量)財務金融學系	P 進	B 學士	185	0	47	20 嘉義市	1 一般
0018	國立嘉義大學	340828	行銷與觀光管理學系	D 日	M 碩士	72	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	340828	行銷與觀光管理學系	D 日	B 學士	198	11	44	20 嘉義市	1 一般
0018	國立嘉義大學	349923	生物事業管理學系	D 日	B 學士	186	10	48	20 嘉義市	1 一般
0018	國立嘉義大學	349923	生物事業管理學系	P 進	B 學士	167	0	42	20 嘉義市	1 一般
0018	國立嘉義大學	349999	管理學院(不分系)	N 職	M 碩士	335	0	99	20 嘉義市	1 一般
0018	國立嘉義大學	420102	水生生物科學系	D 日	B 學士	189	10	45	20 嘉義市	1 一般
0018	國立嘉義大學	420307	生物資源(與科技)(技術)學系	D 日	B 學士	182	9	41	20 嘉義市	1 一般
0018	國立嘉義大學	420310	生化科技學系	D 日	B 學士	206	12	45	20 嘉義市	1 一般
0018	國立嘉義大學	429905	微生物免疫與生物藥學系	D 日	B 學士	192	13	47	20 嘉義市	1 一般
0018	國立嘉義大學	440102	應用化學系	D 日	B 學士	193	18	45	20 嘉義市	1 一般
0018	國立嘉義大學	440303	電子物理學系	D 日	B 學士	190	14	42	20 嘉義市	1 一般
0018	國立嘉義大學	460102	應用數學系	D 日	B 學士	194	13	43	20 嘉義市	1 一般
0018	國立嘉義大學	480109	資訊管理(技術)學系	D 日	B 學士	202	11	48	20 嘉義市	1 一般
0018	國立嘉義大學	520101	電機(與控制)工程學系	D 日	B 學士	187	9	45	20 嘉義市	1 一般
0018	國立嘉義大學	520114	資訊工程學系	D 日	B 學士	212	15	40	20 嘉義市	1 一般
0018	國立嘉義大學	520114	資訊工程學系	P 進	B 學士	7	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	520239	生物(產業)機電工程學系	D 日	B 學士	202	13	32	20 嘉義市	1 一般
0018	國立嘉義大學	520239	生物(產業)機電工程學系	P 進	B 學士	184	0	30	20 嘉義市	1 一般
0018	國立嘉義大學	520255	機械與能源工程學系	D 日	B 學士	189	7	40	20 嘉義市	1 一般
0018	國立嘉義大學	520303	土木與水資源工程學系	D 日	B 學士	219	12	89	20 嘉義市	1 一般
0018	國立嘉義大學	520303	土木與水資源工程學系	P 進	B 學士	133	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	580203	景觀學系	D 日	B 學士	180	9	46	20 嘉義市	1 一般
0018	國立嘉義大學	620102	農藝學系	D 日	B 學士	190	11	46	20 嘉義市	1 一般
0018	國立嘉義大學	620203	動物科學(技術)學系	D 日	B 學士	186	12	36	20 嘉義市	1 一般
0018	國立嘉義大學	620203	動物科學(技術)學系	P 進	B 學士	183	0	23	20 嘉義市	1 一般
0018	國立嘉義大學	620301	園藝學系	D 日	B 學士	197	11	44	20 嘉義市	1 一般
0018	國立嘉義大學	620301	園藝學系	P 進	B 學士	222	0	50	20 嘉義市	1 一般
0018	國立嘉義大學	620404	植物醫學系	D 日	B 學士	157	8	38	20 嘉義市	1 一般
0018	國立嘉義大學	620601	食品科學系	D 日	M 碩士	56	0	36	20 嘉義市	1 一般
0018	國立嘉義大學	620601	食品科學系	D 日	B 學士	195	16	49	20 嘉義市	1 一般
0018	國立嘉義大學	620601	食品科學系	P 進	B 學士	184	0	37	20 嘉義市	1 一般
0018	國立嘉義大學	620901	生物農業科技學系	D 日	B 學士	189	11	38	20 嘉義市	1 一般
0018	國立嘉義大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	B 學士	189	11	43	20 嘉義市	1 一般
0018	國立嘉義大學	621014	木質材料與設計學系	D 日	B 學士	182	11	37	20 嘉義市	1 一般
0018	國立嘉義大學	621014	木質材料與設計學系	P 進	B 學士	181	0	33	20 嘉義市	1 一般
0018	國立嘉義大學	640101	獸醫學系	D 日	B 學士	255	15	53	20 嘉義市	1 一般
0018	國立嘉義大學	810515	體育(與)健康(與)(休閒)學系	D 日	B 學士	203	18	41	20 嘉義市	1 一般
0018	國立嘉義大學	810515	體育(與)健康(與)(休閒)學系	P 進	B 學士	174	0	46	20 嘉義市	1 一般
0019	國立高雄大學	220306	西洋語文學系	D 日	B 學士	200	10	44	50 高雄市	1 一般
0019	國立高雄大學	220335	東亞語文學系	D 日	B 學士	199	9	51	50 高雄市	1 一般
0019	國立高雄大學	239903	創意設計與建築學系	D 日	B 學士	200	13	45	50 高雄市	1 一般
0019	國立高雄大學	310102	應用經濟系	D 日	B 學士	233	10	48	50 高雄市	1 一般
0019	國立高雄大學	340313	亞太工商管理學系	D 日	B 學士	246	12	54	50 高雄市	1 一般
0019	國立高雄大學	340313	亞太工商管理學系	N 職	M 碩士	39	0	25	50 高雄市	1 一般
0019	國立高雄大學	340508	金融管理學系	D 日	B 學士	206	11	47	50 高雄市	1 一般
0019	國立高雄大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	51	0	26	50 高雄市	1 一般
0019	國立高雄大學	380101	法律學系	D 日	B 學士	213	9	52	50 高雄市	1 一般
0019	國立高雄大學	380101	法律學系	N 職	M 碩士	95	0	21	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	D 日	B 學士	175	9	48	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	N 修	C 二技	130	0	32	50 高雄市	2 技職
0019	國立高雄大學	389901	政治法律學系	D 日	B 學士	212	9	44	50 高雄市	1 一般
0019	國立高雄大學	420103	生命科學系	D 日	B 學士	194	13	34	50 高雄市	1 一般
0019	國立高雄大學	440102	應用化學系	D 日	B 學士	196	12	40	50 高雄市	1 一般
0019	國立高雄大學	440302	應用物理學系	D 日	B 學士	193	10	40	50 高雄市	1 一般
0019	國立高雄大學	460102	應用數學系	D 日	B 學士	206	11	33	50 高雄市	1 一般
0019	國立高雄大學	480109	資訊管理(技術)學系	D 日	B 學士	192	11	47	50 高雄市	1 一般
0019	國立高雄大學	520101	電機(與控制)工程學系	D 日	M 碩士	59	0	21	50 高雄市	1 一般
0019	國立高雄大學	520101	電機(與控制)工程學系	D 日	B 學士	399	18	100	50 高雄市	1 一般
0019	國立高雄大學	520114	資訊工程學系	D 日	B 學士	180	11	37	50 高雄市	1 一般
0019	國立高雄大學	520188	電資類產業研發專班	D 日	M 碩士	52	0	22	50 高雄市	1 一般
0019	國立高雄大學	520306	土木與環境工程學系	D 日	B 學士	231	13	46	50 高雄市	1 一般
0019	國立高雄大學	520403	化(學)工(程)與材料工程學系	D 日	B 學士	165	12	49	50 高雄市	1 一般
0019	國立高雄大學	810502	運動(健康)(與)休閒(管理)學系	D 日	B 學士	242	10	57	50 高雄市	1 一般
0020	國立東華大學	140120	課程設計與潛能開發學系	D 日	M 碩士	0	0	26	15 花蓮縣	1 一般
0020	國立東華大學	140120	課程設計與潛能開發學系	D 日	B 學士	0	0	42	15 花蓮縣	1 一般
0020	國立東華大學	140329	體育與運動科學系	D 日	B 學士	185	9	39	15 花蓮縣	1 一般
0020	國立東華大學	140401	幼兒教育學系	D 日	B 學士	160	10	42	15 花蓮縣	1 一般
0020	國立東華大學	140601	特殊教育學系	D 日	B 學士	172	10	39	15 花蓮縣	1 一般
0020	國立東華大學	140710	教育行政與管理學系	D 日	B 學士	175	10	41	15 花蓮縣	1 一般
0020	國立東華大學	210709	藝術與(創意)設計學系	D 日	B 學士	218	10	49	15 花蓮縣	1 一般
0020	國立東華大學	210716	藝術創意產業學系	D 日	B 學士	215	7	43	15 花蓮縣	1 一般
0020	國立東華大學	220201	(中)國(語)文學系	D 日	B 學士	241	17	53	15 花蓮縣	1 一般
0020	國立東華大學	220211	華文文學系	D 日	B 學士	241	12	36	15 花蓮縣	1 一般
0020	國立東華大學	220310	英美(語)文學系	D 日	B 學士	239	17	60	15 花蓮縣	1 一般
0020	國立東華大學	220708	民族語言與傳播學系	D 日	B 學士	183	9	26	15 花蓮縣	1 一般
0020	國立東華大學	220901	(歷)史學系	D 日	B 學士	242	12	45	15 花蓮縣	1 一般
0020	國立東華大學	310101	經濟學系	D 日	B 學士	230	14	43	15 花蓮縣	1 一般
0020	國立東華大學	310301	社會學系	D 日	B 學士	167	7	56	15 花蓮縣	1 一般
0020	國立東華大學	310402	民族(事務與)發展學系	D 日	B 學士	119	8	45	15 花蓮縣	1 一般
0020	國立東華大學	310404	族群(關係)與文化學系	D 日	B 學士	163	13	34	15 花蓮縣	1 一般
0020	國立東華大學	310518	諮商與臨床心理學系	D 日	M 碩士	138	0	23	15 花蓮縣	1 一般
0020	國立東華大學	310518	諮商與臨床心理學系	D 日	B 學士	216	15	56	15 花蓮縣	1 一般
0020	國立東華大學	310720	臺灣文化(及語言)(文學)學系	D 日	B 學士	223	11	47	15 花蓮縣	1 一般
0020	國立東華大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	244	8	70	15 花蓮縣	1 一般
0020	國立東華大學	340301	企業管理學系	D 日	M 碩士	65	0	20	15 花蓮縣	1 一般
0020	國立東華大學	340301	企業管理學系	D 日	B 學士	227	11	51	15 花蓮縣	1 一般
0020	國立東華大學	340307	國際企業(與)(管理)學系	D 日	B 學士	217	14	51	15 花蓮縣	1 一般
0020	國立東華大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	36	0	24	15 花蓮縣	1 一般
0020	國立東華大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	228	10	49	15 花蓮縣	1 一般
0020	國立東華大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	52	0	29	15 花蓮縣	1 一般
0020	國立東華大學	420103	生命科學系	D 日	B 學士	221	11	46	15 花蓮縣	1 一般
0020	國立東華大學	440101	化學系	D 日	M 碩士	47	0	24	15 花蓮縣	1 一般
0020	國立東華大學	440101	化學系	D 日	B 學士	233	12	49	15 花蓮縣	1 一般
0020	國立東華大學	440301	物理學系	D 日	B 學士	243	16	45	15 花蓮縣	1 一般
0020	國立東華大學	460102	應用數學系	D 日	B 學士	343	22	67	15 花蓮縣	1 一般
0020	國立東華大學	480109	資訊管理(技術)學系	D 日	B 學士	217	9	43	15 花蓮縣	1 一般
0020	國立東華大學	520101	電機(與控制)工程學系	D 日	M 碩士	56	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520101	電機(與控制)工程學系	D 日	B 學士	240	14	52	15 花蓮縣	1 一般
0020	國立東華大學	520106	光電(科學與)工程學系	D 日	B 學士	176	9	37	15 花蓮縣	1 一般
0020	國立東華大學	520114	資訊工程學系	D 日	M 碩士	129	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520114	資訊工程學系	D 日	B 學士	281	19	51	15 花蓮縣	1 一般
0020	國立東華大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	49	0	21	15 花蓮縣	1 一般
0020	國立東華大學	520502	材料科學(與)(工程)學系	D 日	B 學士	230	14	59	15 花蓮縣	1 一般
0020	國立東華大學	810201	觀光(與)(休閒)(管理)(遊憩)學系	D 日	B 學士	247	9	46	15 花蓮縣	1 一般
0020	國立東華大學	850104	自然資源與環境(管理)學系	D 日	M 碩士	114	0	32	15 花蓮縣	1 一般
0020	國立東華大學	850104	自然資源與環境(管理)學系	D 日	B 學士	231	30	53	15 花蓮縣	1 一般
0021	國立暨南國際大學	140121	國際文教與比較教育學系	D 日	B 學士	223	12	50	08 南投縣	1 一般
0021	國立暨南國際大學	140704	教育政策與行政學系	D 日	B 學士	214	14	50	08 南投縣	1 一般
0021	國立暨南國際大學	220201	(中)國(語)文學系	D 日	B 學士	214	13	56	08 南投縣	1 一般
0021	國立暨南國際大學	220301	外國語文學系	D 日	B 學士	231	10	49	08 南投縣	1 一般
0021	國立暨南國際大學	220901	(歷)史學系	D 日	B 學士	245	11	39	08 南投縣	1 一般
0021	國立暨南國際大學	310101	經濟學系	D 日	B 學士	276	11	62	08 南投縣	1 一般
0021	國立暨南國際大學	310802	公共行政與政策學系	D 日	B 學士	262	13	62	08 南投縣	1 一般
0021	國立暨南國際大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	52	0	22	08 南投縣	1 一般
0021	國立暨南國際大學	340307	國際企業(與)(管理)學系	D 日	B 學士	275	13	57	08 南投縣	1 一般
0021	國立暨南國際大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	270	9	60	08 南投縣	1 一般
0021	國立暨南國際大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	113	0	30	08 南投縣	1 一般
0021	國立暨南國際大學	440102	應用化學系	D 日	M 碩士	73	0	35	08 南投縣	1 一般
0021	國立暨南國際大學	440102	應用化學系	D 日	B 學士	190	14	51	08 南投縣	1 一般
0021	國立暨南國際大學	480109	資訊管理(技術)學系	D 日	M 碩士	71	0	34	08 南投縣	1 一般
0021	國立暨南國際大學	480109	資訊管理(技術)學系	D 日	B 學士	242	14	51	08 南投縣	1 一般
0021	國立暨南國際大學	520101	電機(與控制)工程學系	D 日	M 碩士	108	0	43	08 南投縣	1 一般
0021	國立暨南國際大學	520101	電機(與控制)工程學系	D 日	B 學士	249	20	50	08 南投縣	1 一般
0021	國立暨南國際大學	520114	資訊工程學系	D 日	M 碩士	70	0	35	08 南投縣	1 一般
0021	國立暨南國際大學	520114	資訊工程學系	D 日	B 學士	232	16	47	08 南投縣	1 一般
0021	國立暨南國際大學	520301	土木工程學系	D 日	B 學士	208	14	43	08 南投縣	1 一般
0021	國立暨南國際大學	520509	(應用)材料及光電(工程)(科學)學系	D 日	B 學士	191	10	43	08 南投縣	1 一般
0021	國立暨南國際大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	84	0	25	08 南投縣	1 一般
0021	國立暨南國際大學	760301	(社會政策與)社會工作學系	D 日	B 學士	232	13	59	08 南投縣	1 一般
0021	國立暨南國際大學	810247	觀光休閒與餐旅管理學系	D 日	B 學士	450	11	121	08 南投縣	1 一般
0022	國立臺灣科技大學	220303	應用外語系	D 日	B 四技	184	17	41	30 臺北市	2 技職
0022	國立臺灣科技大學	220303	應用外語系	D 日	C 二技	54	0	26	30 臺北市	2 技職
0022	國立臺灣科技大學	230301	工商業設計(技術)系	D 日	M 碩士	136	0	24	30 臺北市	2 技職
0022	國立臺灣科技大學	230301	工商業設計(技術)系	D 日	B 四技	378	14	110	30 臺北市	2 技職
0022	國立臺灣科技大學	340301	企業管理學系	D 日	M 碩士	146	0	51	30 臺北市	2 技職
0022	國立臺灣科技大學	340301	企業管理學系	D 日	B 四技	341	16	101	30 臺北市	2 技職
0022	國立臺灣科技大學	340301	企業管理學系	N 職	M 碩士	60	0	26	30 臺北市	2 技職
0022	國立臺灣科技大學	340306	管理(科學)學系	N 職	M 碩士	114	0	59	30 臺北市	2 技職
0022	國立臺灣科技大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	63	6	24	30 臺北市	2 技職
0022	國立臺灣科技大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	53	1	23	30 臺北市	2 技職
0022	國立臺灣科技大學	349906	工業管理(與經營資訊)學系	D 日	M 碩士	127	0	64	30 臺北市	2 技職
